-5,14.094
-4.999,11.751
-4.998,11.712
-4.997,12.031
-4.996,14.582
-4.995,12.57
-4.994,11.592
-4.993,15.132
-4.992,13.872
-4.991,12.414
-4.99,14.803
-4.989,12.071
-4.988,11.284
-4.987,13.093
-4.986,12.6
-4.985,14.657
-4.984,12.94
-4.983,10.822
-4.982,13.43
-4.981,14.665
-4.98,13.637
-4.979,13.882
-4.978,11.995
-4.977,11.42
-4.976,13.524
-4.975,10.539
-4.974,14.161
-4.973,13.004
-4.972,11.267
-4.971,13.424
-4.97,11.465
-4.969,12.701
-4.968,13.151
-4.967,12.284
-4.966,10.254
-4.965,12.635
-4.964,13.499
-4.963,10.933
-4.962,10.354
-4.961,9.7333
-4.96,10.57
-4.959,10.554
-4.958,11.843
-4.957,12.57
-4.956,11.914
-4.955,12.862
-4.954,9.8188
-4.953,12.693
-4.952,11.147
-4.951,10.704
-4.95,11.655
-4.949,11.771
-4.948,12.762
-4.947,10.76
-4.946,8.9656
-4.945,10.828
-4.944,9.8096
-4.943,11.528
-4.942,8.8405
-4.941,11.368
-4.94,11.586
-4.939,10.312
-4.938,10.53
-4.937,11.242
-4.936,8.9915
-4.935,10.305
-4.934,9.5577
-4.933,9.818
-4.932,9.4713
-4.931,10.842
-4.93,11.797
-4.929,8.1986
-4.928,9.6662
-4.927,9.1933
-4.926,9.4697
-4.925,11.775
-4.924,8.8677
-4.923,8.7262
-4.922,9.9896
-4.921,9.829
-4.92,9.3412
-4.919,8.6356
-4.918,8.5301
-4.917,11.113
-4.916,8.8244
-4.915,10.059
-4.914,8.6662
-4.913,10.13
-4.912,10.219
-4.911,10.654
-4.91,10.764
-4.909,7.8244
-4.908,10.536
-4.907,7.6715
-4.906,7.2579
-4.905,9.7958
-4.904,10.671
-4.903,8.0331
-4.902,6.8567
-4.901,9.5696
-4.9,9.3998
-4.899,8.4659
-4.898,8.3934
-4.897,6.7056
-4.896,7.608
-4.895,8.9178
-4.894,6.8615
-4.893,7.6579
-4.892,6.7653
-4.891,8.9997
-4.89,6.2437
-4.889,9.5861
-4.888,8.7854
-4.887,7.9788
-4.886,9.9401
-4.885,6.5177
-4.884,8.6406
-4.883,6.538
-4.882,7.9572
-4.881,8.2641
-4.88,7.7372
-4.879,8.5322
-4.878,8.9308
-4.877,8.0616
-4.876,8.4482
-4.875,6.489
-4.874,8.4472
-4.873,6.0951
-4.872,7.6779
-4.871,5.8065
-4.87,7.2181
-4.869,8.0646
-4.868,8.7489
-4.867,7.9069
-4.866,7.7551
-4.865,7.5306
-4.864,7.4925
-4.863,8.189
-4.862,8.6703
-4.861,5.7116
-4.86,5.1342
-4.859,5.8104
-4.858,7.3226
-4.857,7.4451
-4.856,5.1462
-4.855,8.4117
-4.854,7.7126
-4.853,7.902
-4.852,6.1881
-4.851,5.7101
-4.85,7.4556
-4.849,4.7974
-4.848,6.7528
-4.847,5.3006
-4.846,7.1101
-4.845,7.7611
-4.844,6.2731
-4.843,6.9059
-4.842,5.7457
-4.841,4.0935
-4.84,5.8046
-4.839,7.3022
-4.838,4.4439
-4.837,4.8065
-4.836,4.2076
-4.835,5.8161
-4.834,6.5264
-4.833,3.6478
-4.832,6.9528
-4.831,6.0374
-4.83,4.8808
-4.829,4.3815
-4.828,4.7269
-4.827,6.0561
-4.826,4.2736
-4.825,3.8803
-4.824,5.9637
-4.823,5.6717
-4.822,5.1817
-4.821,5.2557
-4.82,6.3599
-4.819,3.4014
-4.818,4.7286
-4.817,4.3842
-4.816,5.3115
-4.815,6.3608
-4.814,5.6539
-4.813,3.9217
-4.812,5.291
-4.811,3.1944
-4.81,4.02
-4.809,5.1856
-4.808,6.0097
-4.807,5.4278
-4.806,2.9935
-4.805,6.1705
-4.804,5.3263
-4.803,4.1385
-4.802,4.813
-4.801,3.859
-4.8,3.6875
-4.799,5.4188
-4.798,4.7427
-4.797,3.0739
-4.796,2.0362
-4.795,3.4161
-4.794,2.2404
-4.793,1.9755
-4.792,4.3515
-4.791,3.7456
-4.79,5.1229
-4.789,5.0403
-4.788,2.4697
-4.787,2.6856
-4.786,3.3856
-4.785,3.8477
-4.784,5.0809
-4.783,2.1566
-4.782,1.1422
-4.781,4.4867
-4.78,2.6427
-4.779,3.8467
-4.778,4.8786
-4.777,1.5466
-4.776,1.059
-4.775,2.8252
-4.774,1.734
-4.773,1.3747
-4.772,4.4213
-4.771,2.8176
-4.77,3.6619
-4.769,1.8009
-4.768,4.1777
-4.767,3.9193
-4.766,3.9407
-4.765,2.9791
-4.764,3.6481
-4.763,2.8228
-4.762,1.5262
-4.761,1.2725
-4.76,0.99276
-4.759,1.1996
-4.758,1.0478
-4.757,2.8353
-4.756,0.27477
-4.755,1.1002
-4.754,0.3007
-4.753,0.74344
-4.752,3.6206
-4.751,2.7094
-4.75,2.16
-4.749,1.6978
-4.748,2.8309
-4.747,0.63916
-4.746,3.3652
-4.745,2.8307
-4.744,0.55173
-4.743,2.9216
-4.742,0.27095
-4.741,1.2681
-4.74,-0.64231
-4.739,1.807
-4.738,1.6765
-4.737,2.0396
-4.736,0.35529
-4.735,1.0894
-4.734,-0.73122
-4.733,0.065473
-4.732,-0.92368
-4.731,0.59247
-4.73,1.2452
-4.729,0.62407
-4.728,-1.2631
-4.727,-0.13291
-4.726,1.1832
-4.725,0.67535
-4.724,-0.46521
-4.723,-0.25922
-4.722,-1.1222
-4.721,-1.3251
-4.72,0.69047
-4.719,2.159
-4.718,1.1025
-4.717,-0.82412
-4.716,1.2401
-4.715,0.92197
-4.714,-0.56986
-4.713,-1.7063
-4.712,0.4378
-4.711,-0.27624
-4.71,1.8017
-4.709,1.0033
-4.708,-1.8816
-4.707,-1.2369
-4.706,1.3887
-4.705,-1.4135
-4.704,0.083297
-4.703,-0.95721
-4.702,-0.52511
-4.701,-1.6846
-4.7,-1.5681
-4.699,1.4054
-4.698,-0.11462
-4.697,1.114
-4.696,1.0195
-4.695,0.97678
-4.694,-1.9852
-4.693,0.53257
-4.692,-2.878
-4.691,-0.5427
-4.69,-2.656
-4.689,0.80312
-4.688,-2.6959
-4.687,-1.3962
-4.686,0.19466
-4.685,-1.8356
-4.684,-0.086567
-4.683,-1.8302
-4.682,-0.1355
-4.681,-0.59676
-4.68,-1.7783
-4.679,-2.024
-4.678,-0.94081
-4.677,-1.3464
-4.676,-3.4476
-4.675,-1.0065
-4.674,-1.4086
-4.673,-3.1431
-4.672,0.0095617
-4.671,-2.7023
-4.67,-0.077227
-4.669,-3.4827
-4.668,-2.1323
-4.667,-0.43075
-4.666,-3.4926
-4.665,-3.9369
-4.664,-2.8543
-4.663,-1.051
-4.662,-0.23162
-4.661,-3.9307
-4.66,-0.90641
-4.659,-0.47535
-4.658,-2.1459
-4.657,-3.2043
-4.656,-2.5391
-4.655,-1.1209
-4.654,-2.6121
-4.653,-1.7822
-4.652,-3.8921
-4.651,-1.1776
-4.65,-1.8409
-4.649,-4.5309
-4.648,-1.5373
-4.647,-2.6956
-4.646,-1.5825
-4.645,-3.1356
-4.644,-4.6095
-4.643,-4.1683
-4.642,-4.6333
-4.641,-2.2354
-4.64,-2.4716
-4.639,-4.0248
-4.638,-2.6292
-4.637,-1.4079
-4.636,-2.1654
-4.635,-2.0792
-4.634,-4.791
-4.633,-3.7334
